UMAP1,UMAP2,zval,cluster
-9.639095,0.0732184,-2,alpha_1
8.168095,-3.204276,0.399387183390009,beta_1
6.3775215,-4.188982,-2,beta_1
8.240063,-1.2022812,0.415939987279439,beta_1
-7.6765504,-0.3793731,-1.26938579749205,alpha_1
9.332436,-2.0391486,-2,beta_1
-0.10184898,1.5760106,2,delta_2
-10.037828,-1.1857406,-2,alpha_1
7.1163926,-4.519017,-1.84083813163852,beta_1
-0.17323649,1.7253482,2,delta_2
6.9672856,1.7943004,2,beta_2
6.5275435,-3.6673532,-0.8701202773362,beta_1
-3.9736824,2.953275,2,alpha_2
-7.798414,-2.3518944,-0.668124717654609,alpha_1
-8.304509,0.9073873,-2,alpha_1
6.338488,-3.0805805,-2,beta_1
2.703032,2.6335943,1.38884853564958,beta_2
7.6499643,-2.689616,-1.87702861713489,beta_1
3.5289578,3.0628119,2,beta_2
-7.662198,0.22654058,-2,alpha_1
7.204388,-4.340239,-1.43440184112038,beta_1
5.8240333,1.8787788,2,beta_2
7.9254074,-0.04673415,0.313877783739825,beta_2
5.417773,0.0058427076,1.46369647983548,beta_2
6.8654304,-3.783139,1.83228681367868,beta_1
4.591184,2.7075756,2,beta_2
5.489586,1.2316201,2,beta_2
-0.4754858,-0.95107555,1.77824641904592,delta_1
-9.082471,-0.12473193,-2,alpha_1
-3.4692543,4.1156573,2,alpha_2
-0.3564997,-0.872694,1.25405848676663,delta_1
-9.8989315,-1.5992808,0.576795286316506,alpha_1
-3.1634943,4.2360654,1.66463052879329,alpha_2
0.10294526,0.538892,2,delta_2
-0.0056804344,0.7737447,2,delta_2
6.584741,-2.0235028,1.77652277451709,beta_1
-9.065642,-2.3837411,-2,alpha_1
-9.097364,0.94275165,-2,alpha_1
-9.91964,-2.0697308,-1.885607533541,alpha_1
9.199624,-1.1005806,1.91724794523188,beta_1
-4.6667175,1.8572439,2,alpha_2
9.653566,-1.0177324,0.575865426756171,beta_1
-10.302665,0.91251016,-2,alpha_1
6.7369194,-3.1174054,0.465250035885129,beta_1
5.6483655,0.10067173,0.360052483444477,beta_2
-8.525634,-2.6446676,-2,alpha_1
-10.928094,0.1326176,-2,alpha_1
7.832064,-1.7943623,2,beta_1
5.833401,0.10958099,-0.99121474415315,beta_2
4.5282106,2.768212,2,beta_2
8.69893,-2.3744214,-2,beta_1
-3.6584866,3.6111183,2,alpha_2
8.240517,0.74168974,1.48737425829648,beta_2
-9.307501,-0.9600652,-2,alpha_1
-0.17681652,1.177076,2,delta_2
-9.470962,0.94675446,-2,alpha_1
4.1501245,3.0678582,2,beta_2
8.33972,-1.6028321,-1.93637166967004,beta_1
-10.606999,0.11142349,-2,alpha_1
-10.663616,-0.56371474,-2,alpha_1
-8.60342,0.6157986,-0.217781086945915,alpha_1
6.111395,-4.4093833,-0.540065415717836,beta_1
6.149907,-3.201321,0.0767691506983756,beta_1
2.0063627,3.6593077,2,beta_2
-5.01574,1.3966869,2,alpha_2
