"",motif,ps,zval,celltype,ps.scaled
"270",NEUROD1,10.4361174482993,-0.304914243602384,delta,0.696969696969697
"271",NEUROD1,10.5873655272602,-0.354032791111655,delta,0.707070707070707
"272",NEUROD1,10.738613606221,-0.403913570648406,delta,0.717171717171717
"273",NEUROD1,10.8898616851819,-0.454517412060015,delta,0.727272727272727
"274",NEUROD1,11.0411097641427,-0.505805145193862,delta,0.737373737373737
"275",NEUROD1,11.1923578431036,-0.557737599897326,delta,0.747474747474747
"276",NEUROD1,11.3436059220645,-0.610276158157304,delta,0.757575757575758
"277",NEUROD1,11.4948540010253,-0.663387992535918,delta,0.767676767676768
"278",NEUROD1,11.6461020799862,-0.717043733353798,delta,0.777777777777778
"279",NEUROD1,11.797350158947,-0.771214057262981,delta,0.787878787878788
"280",NEUROD1,11.9485982379079,-0.825869640915503,delta,0.797979797979798
"281",NEUROD1,12.0998463168688,-0.8809811609634,delta,0.808080808080808
"282",NEUROD1,12.2510943958296,-0.936519294058708,delta,0.818181818181818
"283",NEUROD1,12.4023424747905,-0.992454716853464,delta,0.828282828282828
"284",NEUROD1,12.5535905537513,-1.0487581059997,delta,0.838383838383838
"285",NEUROD1,12.7048386327122,-1.10540013814946,delta,0.848484848484848
"286",NEUROD1,12.8560867116731,-1.16235148995477,delta,0.858585858585859
"287",NEUROD1,13.0073347906339,-1.21958283806767,delta,0.868686868686869
"288",NEUROD1,13.1585828695948,-1.2770648591402,delta,0.878787878787879
"289",NEUROD1,13.3098309485556,-1.33476822982439,delta,0.888888888888889
"290",NEUROD1,13.4610790275165,-1.39266362677228,delta,0.898989898989899
"291",NEUROD1,13.6123271064774,-1.45072172663591,delta,0.909090909090909
"292",NEUROD1,13.7635751854382,-1.50891492974387,delta,0.919191919191919
"293",NEUROD1,13.9148232643991,-1.56722525660508,delta,0.929292929292929
"294",NEUROD1,14.0660713433599,-1.62563806387972,delta,0.939393939393939
"295",NEUROD1,14.2173194223208,-1.68413871150873,delta,0.949494949494949
"296",NEUROD1,14.3685675012817,-1.74271255943306,delta,0.95959595959596
"297",NEUROD1,14.5198155802425,-1.80134496759363,delta,0.96969696969697
"298",NEUROD1,14.6710636592034,-1.8600212959314,delta,0.97979797979798
"299",NEUROD1,14.8223117381642,-1.91872690438728,delta,0.98989898989899
"300",NEUROD1,14.9735598171251,-1.97744715290223,delta,1
