UMAP1,UMAP2,zval,cluster
5.3158154,0.2570027,0.137361989588154,beta_2
7.6328964,-2.954457,0.716015906371951,beta_1
-7.30436,-1.2663906,0.91838860568148,alpha_1
-9.835462,1.7732239,0.312415402163797,alpha_1
6.937385,0.24866101,-2,beta_2
8.346573,-3.1933074,0.181803744975658,beta_1
8.794813,-2.8956125,2,beta_1
7.6867537,-1.5187432,1.38900545177772,beta_1
-9.290273,-1.6233715,0.884499314723049,alpha_1
7.8347363,-1.444701,2,beta_1
-0.4220281,-0.25171354,-1.24717930348853,delta_1
6.7266035,1.4540143,0.22463016200268,beta_2
3.3550925,2.5473258,-1.88761454215125,beta_2
6.2242227,2.1382468,0.0158315638908966,beta_2
5.6474156,2.4059935,0.663970837532607,beta_2
6.299183,-2.5744357,0.534406802399171,beta_1
0.3549546,0.6329448,-1.76288436236279,delta_2
6.238054,0.23227924,-1.41712289468967,beta_2
-10.324315,0.44550365,-0.444368719446975,alpha_1
-2.319779,3.495113,-2,alpha_2
4.609501,2.3024826,-2,beta_2
8.057473,-1.1115762,0.136716687879897,beta_1
8.62773,-3.6401188,0.0150144456016009,beta_1
-8.834753,-2.1581426,-0.533196077752991,alpha_1
-2.469806,3.4076645,-2,alpha_2
-8.75434,-2.6375504,-0.836631349445563,alpha_1
8.204864,-0.9969177,1.7828556560361,beta_1
2.0533664,3.892873,-2,beta_2
7.7540603,-2.7309716,-0.685109380876274,beta_1
-8.771828,-1.2136368,-2,alpha_1
5.327163,1.9801339,-0.60315278019544,beta_2
8.396453,-3.5958743,0.788317277942522,beta_1
5.903053,-0.6483382,1.15276166935314,beta_2
-3.2184803,2.807975,-2,alpha_2
5.30808,0.17916231,-1.12878919257981,beta_2
-10.546853,1.4891332,-0.446205836312837,alpha_1
4.942195,3.1582484,-0.8504375495263,beta_2
-0.17407064,3.9845705,-2,beta_2
-2.5360909,4.4885116,-1.88261634053803,alpha_2
9.183464,-0.26030487,-0.20341124002067,beta_1
6.9425025,-3.2861722,0.243564539827403,beta_1
2.3033843,3.068372,-0.581722885801054,beta_2
-10.6098995,1.4546316,-1.2183205605922,alpha_1
4.9881268,3.1447833,-0.674804451452674,beta_2
-0.010593692,3.875316,-2,beta_2
-7.6218724,-0.9330929,-1.2911217019781,alpha_1
7.292308,0.6252337,-1.32664286563466,beta_2
-8.108098,-2.7677681,-0.813865375581017,alpha_1
5.281613,1.376671,-0.329274195063743,beta_2
7.362754,-1.3285968,-0.102444552757016,beta_1
-5.208942,2.0998275,-2,alpha_2
-9.686717,1.4486628,1.07397625115033,alpha_1
-10.033951,-0.24863577,0.588261857119328,alpha_1
-7.7977076,-2.3140774,-1.89513358575222,alpha_1
-9.388937,0.28423494,-2,alpha_1
8.634965,-1.9307203,-0.174025439728463,beta_1
8.645073,-1.5352933,1.98733300296935,beta_1
6.952033,-2.5409744,1.11642754151208,beta_1
-8.000192,0.06836218,-1.4602421198447,alpha_1
-8.788632,-2.1093338,-1.059027409542,alpha_1
5.713602,-3.7076871,-0.78674817516686,beta_1
7.0265064,-0.5628584,-0.243537933876515,beta_2
-7.4152308,0.034776684,-0.319404169625804,alpha_1
5.9089856,0.16237564,0.25252124762834,beta_2
-7.47059,0.24120454,-0.0460443269791167,alpha_1
6.5373154,0.37066177,0.92564488550278,beta_2
8.860682,-1.2841467,-0.75284441711355,beta_1
-2.6537397,3.2407966,-1.89521638378484,alpha_2
9.265649,-2.6245718,1.21011084450923,beta_1
-8.6273155,-1.0108367,0.742412029657,alpha_1
-10.39455,1.2881377,1.072463153891,alpha_1
6.235397,-2.73591,1.11118809217701,beta_1
-7.56913,-0.6870265,-1.43622459366102,alpha_1
-4.8749504,1.8495413,-0.927870284611411,alpha_2
-8.95986,-2.0776832,-0.157056884480195,alpha_1
-3.565132,4.5797935,-1.6814261728565,alpha_2
-3.5167243,2.6740842,-1.1766391966411,alpha_2
8.417685,-0.056762952,-1.28061175824772,beta_1
6.1696644,-0.6414775,-1.17819702664339,beta_2
0.35868672,-0.17885993,1.17690893527425,delta_1
6.8470006,-4.4235926,-0.188713739703019,beta_1
-3.6100578,4.5912323,-1.27341904760652,alpha_2
-3.3961394,4.7481275,-1.99672170286426,alpha_2
2.9085217,2.1935341,-2,beta_2
9.281928,-2.7505026,0.86717255421829,beta_1
-3.7409923,3.924471,-1.74616993795245,alpha_2
-8.929128,1.4539493,-1.62243528185828,alpha_1
-3.028346,3.2654152,-2,alpha_2
1.6794611,3.7669606,-2,beta_2
-8.93937,-1.3490757,0.919260595075617,alpha_1
-9.207882,1.4770981,-0.321441481412489,alpha_1
-8.177011,0.23844129,-1.95192805489858,alpha_1
8.87857,-2.9579844,1.74758152234118,beta_1
7.430782,-1.4458504,1.93631098919988,beta_1
8.132097,-3.759095,2,beta_1
5.100955,1.0925976,-2,beta_2
-10.2814045,1.3752577,-2,alpha_1
5.1724663,1.2653602,1.6943822674511,beta_2
5.70984,2.11736,-1.12591016812262,beta_2
-10.746285,0.6108578,-0.560853217103907,alpha_1
5.6265817,-1.5272253,-1.33906742319658,beta_2
7.4037275,-3.031659,0.711446127083343,beta_1
7.801411,0.023164403,-0.607617158168625,beta_2
-4.419834,2.8425553,-0.65559878356689,alpha_2
9.239726,-2.744181,0.634599782894869,beta_1
-10.434303,-1.0765635,0.267099347893787,alpha_1
6.1128373,2.0714905,-0.322489592541951,beta_2
-9.166376,-2.6614118,-1.48662870084682,alpha_1
-7.8875794,-1.7971321,-1.74731802279382,alpha_1
8.541635,-1.65076,2,beta_1
6.718627,0.9244648,1.05477410737831,beta_2
5.7603374,-3.3249002,0.510761403909632,beta_1
8.573485,-3.3243144,1.12821894089612,beta_1
6.938048,-3.5281062,0.247544925287551,beta_1
0.1915086,-0.77092755,-0.549612155466188,delta_1
8.239168,-2.30457,1.23513238434791,beta_1
8.46378,-3.3697774,0.034391489488667,beta_1
6.820838,-3.6161652,0.466180210268516,beta_1
9.019138,-2.7177148,2,beta_1
-10.136183,1.8659393,-0.17164688494656,alpha_1
0.30902153,3.9975057,0.594573815677178,beta_2
-9.819297,-1.3342541,0.451556413551958,alpha_1
7.1215425,0.9306213,-0.378269449953373,beta_2
6.063279,-2.410693,2,beta_1
-9.186181,1.2127151,-0.517908223173927,alpha_1
7.5216804,-0.64465755,1.61841459309288,beta_2
5.422869,-0.25099844,-0.0930888488957061,beta_2
-9.639095,0.0732184,-0.606430247898776,alpha_1
8.168095,-3.204276,0.395065513035572,beta_1
6.3775215,-4.188982,1.35770475902301,beta_1
8.240063,-1.2022812,0.846035911351889,beta_1
-7.6765504,-0.3793731,0.237442689625332,alpha_1
9.332436,-2.0391486,-0.274428789837081,beta_1
-0.10184898,1.5760106,-1.84828460616599,delta_2
-10.037828,-1.1857406,-0.482058897819719,alpha_1
7.1163926,-4.519017,-0.474064094141512,beta_1
-0.17323649,1.7253482,-1.20038280614485,delta_2
6.9672856,1.7943004,-1.26026595368416,beta_2
6.5275435,-3.6673532,0.91796920449977,beta_1
