"",ps,smoothed.percent.open,celltype,gene,peak,avg.open
"697",0.96969696969697,20.7962401318333,alpha,RFX7,15:56535283-56537214,9.63380179173362
"698",0.97979797979798,21.486026814305,alpha,RFX7,15:56535283-56537214,9.63380179173362
"699",0.98989898989899,22.2059620340971,alpha,RFX7,15:56535283-56537214,9.63380179173362
"700",1,22.9570713975315,alpha,RFX7,15:56535283-56537214,9.63380179173362
"701",0,7.34885227061334,alpha,RFX8,2:102090308-102091794,4.28025377423377
"702",0.0101010101010101,6.76590591436972,alpha,RFX8,2:102090308-102091794,4.28025377423377
"703",0.0202020202020202,6.24360830047481,alpha,RFX8,2:102090308-102091794,4.28025377423377
"704",0.0303030303030303,5.77543213392315,alpha,RFX8,2:102090308-102091794,4.28025377423377
"705",0.0404040404040404,5.35565001528579,alpha,RFX8,2:102090308-102091794,4.28025377423377
"706",0.0505050505050505,4.97923475813114,alpha,RFX8,2:102090308-102091794,4.28025377423377
"707",0.0606060606060606,4.64177311265298,alpha,RFX8,2:102090308-102091794,4.28025377423377
"708",0.0707070707070707,4.3393910947771,alpha,RFX8,2:102090308-102091794,4.28025377423377
"709",0.0808080808080808,4.06868937654091,alpha,RFX8,2:102090308-102091794,4.28025377423377
"710",0.0909090909090909,3.82668741439304,alpha,RFX8,2:102090308-102091794,4.28025377423377
"711",0.101010101010101,3.61081119496336,alpha,RFX8,2:102090308-102091794,4.28025377423377
"712",0.111111111111111,3.4184234385408,alpha,RFX8,2:102090308-102091794,4.28025377423377
"713",0.121212121212121,3.24701653681978,alpha,RFX8,2:102090308-102091794,4.28025377423377
"714",0.131313131313131,3.09441618893845,alpha,RFX8,2:102090308-102091794,4.28025377423377
"715",0.141414141414141,2.95873315006406,alpha,RFX8,2:102090308-102091794,4.28025377423377
"716",0.151515151515152,2.83832258336866,alpha,RFX8,2:102090308-102091794,4.28025377423377
"717",0.161616161616162,2.73174971820968,alpha,RFX8,2:102090308-102091794,4.28025377423377
"718",0.171717171717172,2.63776075148537,alpha,RFX8,2:102090308-102091794,4.28025377423377
"719",0.181818181818182,2.55525811853039,alpha,RFX8,2:102090308-102091794,4.28025377423377
"720",0.191919191919192,2.48515132305956,alpha,RFX8,2:102090308-102091794,4.28025377423377
"721",0.202020202020202,2.42818537093269,alpha,RFX8,2:102090308-102091794,4.28025377423377
"722",0.212121212121212,2.38325480688835,alpha,RFX8,2:102090308-102091794,4.28025377423377
"723",0.222222222222222,2.34941119763105,alpha,RFX8,2:102090308-102091794,4.28025377423377
"724",0.232323232323232,2.32583865070894,alpha,RFX8,2:102090308-102091794,4.28025377423377
"725",0.242424242424242,2.31183300363735,alpha,RFX8,2:102090308-102091794,4.28025377423377
"726",0.252525252525253,2.3067839914301,alpha,RFX8,2:102090308-102091794,4.28025377423377
"727",0.262626262626263,2.31015982950675,alpha,RFX8,2:102090308-102091794,4.28025377423377
"728",0.272727272727273,2.32149375238523,alpha,RFX8,2:102090308-102091794,4.28025377423377
"729",0.282828282828283,2.340372132198,alpha,RFX8,2:102090308-102091794,4.28025377423377
"730",0.292929292929293,2.36642386923368,alpha,RFX8,2:102090308-102091794,4.28025377423377
"731",0.303030303030303,2.39931080282579,alpha,RFX8,2:102090308-102091794,4.28025377423377
"732",0.313131313131313,2.45343806937814,alpha,RFX8,2:102090308-102091794,4.28025377423377
"733",0.323232323232323,2.54023800212671,alpha,RFX8,2:102090308-102091794,4.28025377423377
"734",0.333333333333333,2.65514704860893,alpha,RFX8,2:102090308-102091794,4.28025377423377
"735",0.343434343434343,2.79350333982371,alpha,RFX8,2:102090308-102091794,4.28025377423377
"736",0.353535353535354,2.95012581069984,alpha,RFX8,2:102090308-102091794,4.28025377423377
"737",0.363636363636364,3.11896253930485,alpha,RFX8,2:102090308-102091794,4.28025377423377
"738",0.373737373737374,3.29282149611799,alpha,RFX8,2:102090308-102091794,4.28025377423377
"739",0.383838383838384,3.46321192088997,alpha,RFX8,2:102090308-102091794,4.28025377423377
"740",0.393939393939394,3.62033530335965,alpha,RFX8,2:102090308-102091794,4.28025377423377
"741",0.404040404040404,3.75326911834833,alpha,RFX8,2:102090308-102091794,4.28025377423377
"742",0.414141414141414,3.87915416251449,alpha,RFX8,2:102090308-102091794,4.28025377423377
"743",0.424242424242424,4.02184110232681,alpha,RFX8,2:102090308-102091794,4.28025377423377
"744",0.434343434343434,4.17974571913889,alpha,RFX8,2:102090308-102091794,4.28025377423377
"745",0.444444444444444,4.35108336251518,alpha,RFX8,2:102090308-102091794,4.28025377423377
"746",0.454545454545455,4.53380120309756,alpha,RFX8,2:102090308-102091794,4.28025377423377
"747",0.464646464646465,4.72551698036551,alpha,RFX8,2:102090308-102091794,4.28025377423377
"748",0.474747474747475,4.92346646627903,alpha,RFX8,2:102090308-102091794,4.28025377423377
"749",0.484848484848485,5.12446266796388,alpha,RFX8,2:102090308-102091794,4.28025377423377
"750",0.494949494949495,5.32487047773809,alpha,RFX8,2:102090308-102091794,4.28025377423377
"751",0.505050505050505,5.52060097864338,alpha,RFX8,2:102090308-102091794,4.28025377423377
"752",0.515151515151515,5.70712984269178,alpha,RFX8,2:102090308-102091794,4.28025377423377
"753",0.525252525252525,5.87954412099241,alpha,RFX8,2:102090308-102091794,4.28025377423377
"754",0.535353535353535,6.03262112293099,alpha,RFX8,2:102090308-102091794,4.28025377423377
"755",0.545454545454546,6.16094193216044,alpha,RFX8,2:102090308-102091794,4.28025377423377
"756",0.555555555555556,6.25904035762245,alpha,RFX8,2:102090308-102091794,4.28025377423377
"757",0.565656565656566,6.33274584851353,alpha,RFX8,2:102090308-102091794,4.28025377423377
"758",0.575757575757576,6.39160175487303,alpha,RFX8,2:102090308-102091794,4.28025377423377
"759",0.585858585858586,6.43586694570026,alpha,RFX8,2:102090308-102091794,4.28025377423377
"760",0.595959595959596,6.46590399192913,alpha,RFX8,2:102090308-102091794,4.28025377423377
